text,keywords_indices,keywords_count
"['ideas', 'on', 'using', 'plant', 'vines', 'to', 'shade', 'an', 'area', 'on', 'or', 'around', 'my', 'house', 'from', 'the', 'sun', 'like', 'training', 'them', 'on', 'an', 'inexpensive', 'trellis', 'or', 'up', 'a', 'wall', 'or', 'fence']","[4, 6, 23]",3
"['where', 'are', 'you', 'looking', 'to', 'grow', 'the', 'ivy']","[5, 7]",2
"['i', 'am', 'looking', 'to', 'surround', 'my', 'house', 'for', 'shade']","[6, 8]",2
"['ideas', 'on', 'using', 'plant', 'vines', 'to', 'shade', 'an', 'area', 'on', 'or', 'around', 'my', 'house', 'from', 'the', 'sun', 'like', 'training', 'them', 'on', 'an', 'inexpensive', 'trellis', 'or', 'up', 'a', 'wall', 'or', 'fence']","[4, 6, 13]",3
"['would', 'you', 'like', 'to', 'know', 'cheap', 'ways', 'to', 'grow', 'vines']","[0, 9]",2
"['no', 'i', 'want', 'to', 'find', 'ideas', 'on', 'using', 'plant', 'vines', 'as', 'shade']","[7, 9, 11]",3
"['ideas', 'on', 'using', 'plant', 'vines', 'to', 'shade', 'an', 'area', 'on', 'or', 'around', 'my', 'house', 'from', 'the', 'sun', 'like', 'training', 'them', 'on', 'an', 'inexpensive', 'trellis', 'or', 'up', 'a', 'wall', 'or', 'fence']","[2, 4, 6]",3
"['are', 'you', 'putting', 'the', 'ivy', 'on', 'a', 'trellis']","[4, 7]",2
"['maybe', 'can', 'you', 'tell', 'me', 'how']",[0],1
"['ideas', 'on', 'using', 'plant', 'vines', 'to', 'shade', 'an', 'area', 'on', 'or', 'around', 'my', 'house', 'from', 'the', 'sun', 'like', 'training', 'them', 'on', 'an', 'inexpensive', 'trellis', 'or', 'up', 'a', 'wall', 'or', 'fence']","[4, 6]",2
"['do', 'you', 'have', 'any', 'plant', 'allergies']","[4, 5]",2
"['i', 'dont', 'know']",[1],1
"['ideas', 'on', 'using', 'plant', 'vines', 'to', 'shade', 'an', 'area', 'on', 'or', 'around', 'my', 'house', 'from', 'the', 'sun', 'like', 'training', 'them', 'on', 'an', 'inexpensive', 'trellis', 'or', 'up', 'a', 'wall', 'or', 'fence']","[4, 6, 11]",3
"['do', 'you', 'want', 'to', 'know', 'how', 'many', 'species', 'are', 'there', 'of', 'vines', 'for', 'shade']","[7, 11, 13]",3
"['ideas', 'on', 'using', 'plant', 'vines', 'to', 'shade', 'an', 'area', 'on', 'or', 'around', 'my', 'house', 'from', 'the', 'sun', 'like', 'training', 'them', 'on', 'an', 'inexpensive', 'trellis', 'or', 'up', 'a', 'wall', 'or', 'fence']","[4, 6]",2
"['do', 'you', 'want', 'to', 'know', 'how', 'to', 'plant', 'a', 'vine', 'for', 'shade']","[9, 11]",2
['yes'],[0],1
"['ideas', 'on', 'using', 'plant', 'vines', 'to', 'shade', 'an', 'area', 'on', 'or', 'around', 'my', 'house', 'from', 'the', 'sun', 'like', 'training', 'them', 'on', 'an', 'inexpensive', 'trellis', 'or', 'up', 'a', 'wall', 'or', 'fence']","[2, 4, 6]",3
"['do', 'you', 'want', 'to', 'know', 'if', 'you', 'can', 'grow', 'vines', 'in', 'shade']","[9, 11]",2
"['no', 'i', 'want', 'ideas', 'for', 'using', 'vines', 'to', 'create', 'shade']","[6, 8, 9]",3
"['ideas', 'on', 'using', 'plant', 'vines', 'to', 'shade', 'an', 'area', 'on', 'or', 'around', 'my', 'house', 'from', 'the', 'sun', 'like', 'training', 'them', 'on', 'an', 'inexpensive', 'trellis', 'or', 'up', 'a', 'wall', 'or', 'fence']","[2, 4, 6]",3
"['do', 'you', 'want', 'to', 'know', 'the', 'best', 'vines', 'for', 'providing', 'shade']","[6, 7, 10]",3
"['yes', 'i', 'want', 'to', 'know', 'which', 'species', 'of', 'vines', 'would', 'be', 'the', 'best', 'for', 'shade']","[6, 8, 14]",3
"['ideas', 'on', 'using', 'plant', 'vines', 'to', 'shade', 'an', 'area', 'on', 'or', 'around', 'my', 'house', 'from', 'the', 'sun', 'like', 'training', 'them', 'on', 'an', 'inexpensive', 'trellis', 'or', 'up', 'a', 'wall', 'or', 'fence']","[4, 6, 13]",3
"['do', 'you', 'want', 'to', 'know', 'what', 'vines', 'for', 'shade', 'are', 'available', 'in', 'your', 'region']","[6, 8]",2
['yes'],[0],1
"['ideas', 'on', 'using', 'plant', 'vines', 'to', 'shade', 'an', 'area', 'on', 'or', 'around', 'my', 'house', 'from', 'the', 'sun', 'like', 'training', 'them', 'on', 'an', 'inexpensive', 'trellis', 'or', 'up', 'a', 'wall', 'or', 'fence']","[2, 4, 6]",3
"['do', 'you', 'want', 'to', 'know', 'where', 'to', 'buy', 'vines', 'for', 'shade']","[8, 10]",2
"['no', 'i', 'would', 'like', 'to', 'know', 'how', 'to', 'use', 'and', 'train', 'my', 'existing', 'vines', 'to', 'create', 'shade', 'around', 'my', 'house']","[13, 15, 16]",3
"['ideas', 'on', 'using', 'plant', 'vines', 'to', 'shade', 'an', 'area', 'on', 'or', 'around', 'my', 'house', 'from', 'the', 'sun', 'like', 'training', 'them', 'on', 'an', 'inexpensive', 'trellis', 'or', 'up', 'a', 'wall', 'or', 'fence']","[4, 6, 11]",3
"['do', 'you', 'want', 'to', 'check', 'out', 'a', 'certain', 'book', 'or', 'see', 'if', 'it', 'is', 'available']","[4, 8]",2
"['no', 'i', 'need', 'the', 'hours', 'of', 'operation', 'for', 'the', 'library']",[6],1
"['is', 'the', 'definition', 'different', 'for', 'state', 'or', 'federal', 'tax', 'purposes']","[2, 7, 9]",3
"['what', 'is', 'the', 'definition', 'of', 'tangible', 'personal', 'property', 'for', 'tax', 'purposes']",[6],1
"['would', 'you', 'like', 'to', 'find', 'out', 'how', 'much', 'you', 'owe']",[2],1
"['would', 'you', 'like', 'to', 'know', 'the', 'current', 'rate']",[2],1
"['what', 'is', 'the', 'definition', 'of', 'tangible', 'personal', 'property', 'for', 'tax', 'purposes']",[3],1
"['would', 'you', 'like', 'to', 'see', 'a', 'list', 'of', 'states', 'which', 'receive', 'tangible', 'personal', 'property', 'tax']","[12, 14]",2
"['what', 'is', 'the', 'definition', 'of', 'tangible', 'personal', 'property', 'for', 'tax', 'purposes']",[9],1
"['explanation', 'of', 'tangible', 'personal', 'property', 'taxes']",[5],1
"['how', 'much', 'do', 'you', 'report', 'for', 'your', 'income']",[7],1
"['what', 'is', 'the', 'definition', 'of', 'tangible', 'personal', 'property', 'for', 'tax', 'purposes']",[6],1
"['no', 'i', 'want', 'to', 'know', 'the', 'definition', 'of', 'tangible', 'personal', 'property', 'for', 'tax', 'purposes']","[6, 8, 10]",3
"['what', 'is', 'the', 'definition', 'of', 'tangible', 'personal', 'property', 'for', 'tax', 'purposes']","[6, 9]",2
"['what', 'states', 'levy', 'a', 'tax', 'against', 'tangible', 'personal', 'property']","[1, 4]",2
"['are', 'you', 'reffering', 'to', 'the', 'federal', 'or', 'state', 'tax']","[5, 8]",2
"['i', 'am', 'reffering', 'to', 'the', 'state', 'tax']",[6],1
"['what', 'states', 'levy', 'a', 'tax', 'against', 'tangible', 'personal', 'property']",[4],1
"['what', 'is', 'theh', 'tax', 'rate', 'for', 'the', 'country', 'youre', 'in']",[4],1
"['that', 'doesnt', 'matter', 'but', 'i', 'need', 'to', 'know', 'what', 'states', 'levy', 'a', 'tax', 'against', 'tangible', 'personal', 'property']","[5, 9, 12]",3
"['what', 'states', 'levy', 'a', 'tax', 'against', 'tangible', 'personal', 'property']","[1, 4, 7]",3
"['would', 'you', 'like', 'to', 'find', 'out', 'how', 'much', 'you', 'owe']","[0, 4, 9]",3
"['no', 'i', 'just', 'want', 'to', 'know', 'which', 'states', 'levy', 'a', 'tax', 'against', 'tangible', 'personal', 'property']","[7, 10]",2
"['what', 'states', 'levy', 'a', 'tax', 'against', 'tangible', 'personal', 'property']",[4],1
"['would', 'you', 'like', 'to', 'know', 'the', 'current', 'rate']","[2, 7]",2
"['i', 'would', 'like', 'to', 'know', 'which', 'states', 'levy', 'tax', 'on', 'tangible', 'personal', 'property']","[6, 8, 11]",3
"['what', 'states', 'levy', 'a', 'tax', 'against', 'tangible', 'personal', 'property']",[4],1
"['would', 'you', 'like', 'to', 'see', 'a', 'list', 'of', 'states', 'which', 'receive', 'tangible', 'personal', 'property', 'tax']","[6, 10, 14]",3
"['yes', 'i', 'do']",[0],1
"['what', 'states', 'levy', 'a', 'tax', 'against', 'tangible', 'personal', 'property']","[1, 4]",2
"['do', 'you', 'have', 'any', 'dependents', 'on', 'your', 'record']",[4],1
"['i', 'dont', 'know']",[1],1
"['what', 'states', 'levy', 'a', 'tax', 'against', 'tangible', 'personal', 'property']","[1, 4]",2
"['do', 'you', 'want', 'to', 'know', 'the', 'difference', 'between', 'that', 'and', 'other', 'taxes']",[11],1
"['what', 'states', 'levy', 'a', 'tax', 'against', 'tangible', 'personal', 'property']",[4],1
"['do', 'you', 'want', 'to', 'know', 'the', 'tangible', 'personal', 'property', 'tax']","[6, 8, 9]",3
"['yes', 'i', 'need', 'the', 'states']",[4],1
"['what', 'states', 'levy', 'a', 'tax', 'against', 'tangible', 'personal', 'property']",[4],1
"['do', 'you', 'want', 'to', 'know', 'who', 'is', 'eligible', 'for', 'the', 'tangible', 'personal', 'property', 'tax']","[7, 10, 13]",3
"['i', 'want', 'to', 'know', 'about', 'which', 'states', 'levy', 'a', 'tax', 'against', 'tangible', 'personal', 'property']","[6, 7, 9]",3
"['what', 'states', 'levy', 'a', 'tax', 'against', 'tangible', 'personal', 'property']","[1, 4, 6]",3
"['is', 'this', 'tangible', 'personal', 'property', 'tax', 'just', 'for', 'you']","[2, 4, 5]",3
"['i', 'dont', 'know']",[1],1
"['what', 'states', 'levy', 'a', 'tax', 'against', 'tangible', 'personal', 'property']","[1, 4]",2
"['what', 'is', 'the', 'tax', 'rate', 'for', 'the', 'state', 'you', 'are', 'in']","[3, 4, 7]",3
"['i', 'dont', 'know']","[1, 2]",2
"['what', 'states', 'levy', 'a', 'tax', 'against', 'tangible', 'personal', 'property']","[1, 4]",2
"['when', 'is', 'the', 'tangible', 'personal', 'property', 'tax', 'due']","[3, 7]",2
"['are', 'you', 'reffering', 'to', 'the', 'federal', 'or', 'state', 'tax']","[2, 5, 7]",3
"['when', 'is', 'the', 'tangible', 'personal', 'property', 'tax', 'due']","[3, 7]",2
"['i', 'do', 'not', 'know', 'i', 'need', 'to', 'know', 'when', 'the', 'tangible', 'personal', 'property', 'tax', 'is', 'due']","[5, 10, 12]",3
"['would', 'you', 'like', 'to', 'find', 'out', 'how', 'much', 'you', 'owe']","[2, 4]",2
"['when', 'is', 'the', 'tangible', 'personal', 'property', 'tax', 'due']","[3, 6]",2
"['would', 'you', 'like', 'to', 'know', 'the', 'current', 'rate']",[7],1
"['no', 'the', 'date', 'it', 'is', 'due']","[2, 5]",2
"['when', 'is', 'the', 'tangible', 'personal', 'property', 'tax', 'due']",[3],1
"['would', 'you', 'like', 'to', 'see', 'a', 'list', 'of', 'states', 'which', 'receive', 'tangible', 'personal', 'property', 'tax']","[6, 8, 10]",3
"['no', 'please', 'tell', 'me', 'when', 'the', 'tangible', 'personal', 'property', 'tax', 'is', 'due']","[6, 9, 11]",3
"['when', 'is', 'the', 'tangible', 'personal', 'property', 'tax', 'due']","[3, 6, 7]",3
"['do', 'you', 'have', 'any', 'dependents', 'on', 'your', 'record']","[4, 7]",2
"['maybe', 'but', 'i', 'just', 'want', 'to', 'know', 'when', 'they', 'are', 'due']","[0, 4, 10]",3
"['when', 'is', 'the', 'tangible', 'personal', 'property', 'tax', 'due']","[3, 6, 7]",3
"['do', 'you', 'want', 'to', 'know', 'the', 'difference', 'between', 'that', 'and', 'other', 'taxes']",[6],1
"['no', 'i', 'just', 'need', 'the', 'due', 'date']","[5, 6]",2
"['when', 'is', 'the', 'tangible', 'personal', 'property', 'tax', 'due']","[3, 7]",2
"['do', 'you', 'want', 'to', 'know', 'the', 'tangible', 'personal', 'property', 'tax']","[6, 8]",2
"['when', 'is', 'the', 'tangible', 'personal', 'property', 'tax', 'due']","[3, 7]",2
"['do', 'you', 'want', 'to', 'know', 'who', 'is', 'eligible', 'for', 'the', 'tangible', 'personal', 'property', 'tax']",[7],1
"['when', 'is', 'the', 'tangible', 'personal', 'property', 'tax', 'due']","[3, 7]",2
"['how', 'much', 'do', 'you', 'report', 'for', 'your', 'income']",[7],1
"['i', 'need', 'to', 'know', 'when', 'to', 'report']",[1],1
"['when', 'is', 'the', 'tangible', 'personal', 'property', 'tax', 'due']","[3, 7]",2
"['is', 'this', 'tangible', 'personal', 'property', 'tax', 'just', 'for', 'you']","[2, 4, 5]",3
"['no', 'i', 'want', 'information', 'on', 'when', 'it', 'is', 'due']","[2, 8]",2
"['when', 'is', 'the', 'tangible', 'personal', 'property', 'tax', 'due']","[3, 7]",2
"['what', 'is', 'the', 'tax', 'rate', 'for', 'the', 'state', 'you', 'are', 'in']","[3, 4, 7]",3
"['i', 'do', 'not', 'know', 'i', 'need', 'to', 'know', 'when', 'it', 'is', 'due']",[11],1
"['when', 'is', 'the', 'tangible', 'personal', 'property', 'tax', 'due']","[3, 5, 7]",3
"['find', 'information', 'timeline', 'about', 'martha', 'stewart', 's', 'insider', 'trading', 'case']","[5, 8]",2
"['are', 'you', 'interested', 'in', 'martha', 'stewarts', 'role', 'in', 'the', 'company']","[4, 5]",2
"['not', 'necessarly', 'unless', 'it', 'has', 'to', 'do', 'with', 'the', 'insider', 'trading', 'case']",[10],1
"['find', 'information', 'timeline', 'about', 'martha', 'stewart', 's', 'insider', 'trading', 'case']","[5, 8]",2
"['do', 'you', 'want', 'to', 'know', 'who', 'owns', 'the', 'company', 'imclone']",[9],1
"['no', 'i', 'want', 'to', 'learn', 'about', 'her', 'insider', 'trading', 'case']","[7, 8]",2
"['find', 'information', 'timeline', 'about', 'martha', 'stewart', 's', 'insider', 'trading', 'case']","[5, 8]",2
"['which', 'martha', 'stewart', 'and', 'imclone', 'television', 'show', 'episdoe', 'are', 'you', 'looking', 'for']","[2, 4, 6]",3
"['no', 'i', 'need', 'information', 'on', 'when', 'she', 'was', 'arrested', 'for', 'inside', 'trader', 'fraud']","[11, 12]",2
"['find', 'information', 'timeline', 'about', 'martha', 'stewart', 's', 'insider', 'trading', 'case']","[5, 8]",2
"['would', 'you', 'be', 'interested', 'in', 'learning', 'more', 'about', 'martha', 'stewart', 'and', 'imclones', 'history']","[0, 9, 11]",3
['yes'],[0],1
"['find', 'information', 'timeline', 'about', 'martha', 'stewart', 's', 'insider', 'trading', 'case']","[5, 8]",2
"['would', 'you', 'like', 'to', 'know', 'what', 'more', 'about', 'the', 'history', 'of', 'martha', 'stewart', 'and', 'imclone']",[12],1
"['i', 'would', 'like', 'to', 'know', 'the', 'details', 'surrounding', 'the', 'insider', 'trading', 'case', 'against', 'martha', 'stewart']","[7, 10, 14]",3
"['find', 'information', 'timeline', 'about', 'martha', 'stewart', 's', 'insider', 'trading', 'case']","[5, 8]",2
"['are', 'you', 'interested', 'in', 'something', 'specific', 'about', 'martha', 'stewart', 'and', 'imclone']","[8, 10]",2
"['yes', 'can', 'you', 'give', 'me', 'a', 'rundown', 'and', 'timeline', 'of', 'martha', 'stewards', 'insider', 'trading', 'case']",[13],1
"['find', 'information', 'timeline', 'about', 'martha', 'stewart', 's', 'insider', 'trading', 'case']","[5, 8]",2
"['are', 'you', 'interested', 'in', 'what', 'the', 'the', 'company', 'imclone', 'does']","[2, 7]",2
"['no', 'give', 'me', 'info', 'on', 'martha', 'stewarts', 'insider', 'trading', 'case']","[6, 8]",2
"['find', 'information', 'timeline', 'about', 'martha', 'stewart', 's', 'insider', 'trading', 'case']","[5, 8]",2
"['are', 'you', 'looking', 'for', 'a', 'specific', 'web', 'site']",[7],1
"['yes', 'a', 'site', 'that', 'gives', 'me', 'information', 'on', 'martha', 'stewarts', 'trading', 'case']","[9, 10, 11]",3
"['find', 'information', 'timeline', 'about', 'martha', 'stewart', 's', 'insider', 'trading', 'case']","[5, 8]",2
"['are', 'you', 'looking', 'for', 'specific', 'information', 'about', 'martha', 'stewart', 'and', 'imcones', 'age']","[4, 8]",2
"['no', 'i', 'want', 'general', 'information', 'or', 'a', 'timeline', 'about', 'the', 'insider', 'trading', 'case']","[2, 11]",2
"['find', 'information', 'timeline', 'about', 'martha', 'stewart', 's', 'insider', 'trading', 'case']","[5, 8]",2
"['are', 'you', 'seeking', 'to', 'watch', 'martha', 'stewart', 'and', 'imclone']",[6],1
"['no', 'i', 'want', 'information', 'on', 'the', 'insider', 'trading', 'case', 'martha', 'stewart', 'was', 'involved', 'in']",[7],1
"['find', 'information', 'timeline', 'about', 'martha', 'stewart', 's', 'insider', 'trading', 'case']","[5, 8]",2
"['do', 'you', 'want', 'to', 'know', 'if', 'martha', 'stweart', 'works', 'for', 'the', 'company']","[4, 8, 11]",3
"['maybe', 'find', 'that', 'and', 'give', 'me', 'the', 'timeline', 'of', 'her', 'case', 'with', 'the', 'company']","[0, 4, 7]",3
"['find', 'information', 'timeline', 'about', 'martha', 'stewart', 's', 'insider', 'trading', 'case']","[5, 8]",2
"['do', 'you', 'want', 'to', 'know', 'if', 'this', 'is', 'the', 'company', 'martha', 'stewart', 'went', 'to', 'jail', 'for']","[11, 12]",2
"['no', 'i', 'want', 'to', 'learn', 'about', 'her', 'insider', 'trading', 'case']","[2, 8]",2
"['find', 'information', 'timeline', 'about', 'martha', 'stewart', 's', 'insider', 'trading', 'case']","[5, 8]",2
"['do', 'you', 'want', 'to', 'know', 'if', 'this', 'is', 'the', 'company', 'marthat', 'stewart', 'was', 'given', 'insider', 'trading', 'information']","[11, 13, 15]",3
"['that', 'is', 'part', 'of', 'it', 'just', 'give', 'me', 'information', 'about', 'her', 'inside', 'trading', 'case', 'in', 'general']","[2, 13]",2
"['find', 'information', 'timeline', 'about', 'martha', 'stewart', 's', 'insider', 'trading', 'case']","[5, 8]",2
"['find', 'sites', 'that', 'support', 'martha', 'stewart', 'with', 'respect', 'to', 'the', 'insider', 'trading', 'case']","[3, 11, 12]",3
"['are', 'you', 'interested', 'in', 'martha', 'stewarts', 'role', 'in', 'the', 'company']",[4],1
"['yes', 'i', 'would', 'like', 'to', 'know', 'martha', 'stewarts', 'role', 'in', 'imclone']","[2, 5, 10]",3
"['find', 'sites', 'that', 'support', 'martha', 'stewart', 'with', 'respect', 'to', 'the', 'insider', 'trading', 'case']","[10, 11, 12]",3
"['do', 'you', 'want', 'to', 'know', 'who', 'owns', 'the', 'company', 'imclone']","[2, 9]",2
"['no', 'i', 'want', 'sires', 'that', 'support', 'martha', 'stewart', 'and', 'imclone']","[5, 7, 9]",3
"['find', 'sites', 'that', 'support', 'martha', 'stewart', 'with', 'respect', 'to', 'the', 'insider', 'trading', 'case']","[10, 11, 12]",3
"['which', 'martha', 'stewart', 'and', 'imclone', 'television', 'show', 'episdoe', 'are', 'you', 'looking', 'for']","[4, 5, 10]",3
"['this', 'is', 'not', 'relevant', 'to', 'my', 'query']",[3],1
"['find', 'sites', 'that', 'support', 'martha', 'stewart', 'with', 'respect', 'to', 'the', 'insider', 'trading', 'case']","[3, 11, 12]",3
"['would', 'you', 'be', 'interested', 'in', 'learning', 'more', 'about', 'martha', 'stewart', 'and', 'imclones', 'history']","[0, 9, 11]",3
"['yes', 'i', 'would', 'like', 'to', 'have', 'this', 'information']",[2],1
"['find', 'sites', 'that', 'support', 'martha', 'stewart', 'with', 'respect', 'to', 'the', 'insider', 'trading', 'case']","[3, 5, 12]",3
"['would', 'you', 'like', 'to', 'know', 'what', 'more', 'about', 'the', 'history', 'of', 'martha', 'stewart', 'and', 'imclone']","[0, 2, 14]",3
"['no', 'i', 'want', 'to', 'find', 'sites', 'that', 'support', 'her', 'regarding', 'the', 'insider', 'trading', 'case']","[4, 12, 13]",3
"['find', 'sites', 'that', 'support', 'martha', 'stewart', 'with', 'respect', 'to', 'the', 'insider', 'trading', 'case']","[3, 11, 12]",3
"['are', 'you', 'interested', 'in', 'something', 'specific', 'about', 'martha', 'stewart', 'and', 'imclone']","[4, 5, 8]",3
"['i', 'am', 'specifically', 'interested', 'in', 'finding', 'websites', 'that', 'show', 'support', 'to', 'martha', 'stewart', 'in', 'regards', 'to', 'her', 'insider', 'trading', 'case']","[5, 18, 19]",3
"['find', 'sites', 'that', 'support', 'martha', 'stewart', 'with', 'respect', 'to', 'the', 'insider', 'trading', 'case']","[3, 5, 12]",3
"['are', 'you', 'interested', 'in', 'what', 'the', 'the', 'company', 'imclone', 'does']","[2, 8]",2
"['no', 'i', 'want', 'to', 'find', 'sites', 'that', 'support', 'martha', 'stewart', 'in', 'regards', 'to', 'the', 'insider', 'trading', 'case']","[14, 15, 16]",3
"['find', 'sites', 'that', 'support', 'martha', 'stewart', 'with', 'respect', 'to', 'the', 'insider', 'trading', 'case']","[3, 11, 12]",3
